id_User,assignment,userid,grade,attemptnumber,grupo,userna,tarea,duedate,grade,completionsubmit,lastlogin,timecreated,status,latest
1613,872,839,85,0,105B,24060004,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736975506,1724646848,submitted,1
1622,872,839,85,0,105B,24060013,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736560657,1724719806,submitted,1
1648,872,839,85,0,105B,24060039,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1735167395,1724730095,submitted,1
45,872,839,85,0,105B,marbellis.suarez,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737917807,1682711506,new,1
1635,872,839,85,0,105B,24060026,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734639436,1724728980,submitted,1
1641,872,839,85,0,105B,24060032,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737729603,1724729524,submitted,1
1642,872,839,85,0,105B,24060033,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1735176701,1724729608,new,1
1618,872,839,85,0,105B,24060009,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734756900,1724719281,submitted,1
1628,872,839,85,0,105B,24060019,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734399656,1724720564,new,1
1643,872,839,85,0,105B,24060034,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1725574563,1724729683,new,1
1620,872,839,85,0,105B,24060011,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736544439,1724719586,submitted,1
1612,872,839,85,0,105B,24060003,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734534439,1724646763,submitted,1
1650,872,839,85,0,105B,24060041,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736879944,1724730235,submitted,1
1651,872,839,85,0,105B,24060042,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1727388102,1724730313,new,1
1624,872,839,85,0,105B,24060015,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737239685,1724720179,submitted,1
1626,872,839,85,0,105B,24060017,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734499964,1724720398,submitted,1
1357,872,839,85,0,105B,23060051,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1728071123,1696989989,submitted,1
1748,872,839,85,0,105B,24060048,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736581711,1724947832,submitted,1
1640,872,839,85,0,105B,24060031,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737578027,1724729458,new,1
1633,872,839,85,0,105B,24060024,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737428611,1724728725,submitted,1
1616,872,839,85,0,105B,24060007,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737589357,1724719100,submitted,1
1631,872,839,85,0,105B,24060022,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1735403746,1724721058,submitted,1
1655,872,839,85,0,105B,24060046,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736478547,1724730597,submitted,1
1654,872,839,85,0,105B,24060045,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737259990,1724730520,submitted,1
1639,872,839,85,0,105B,24060030,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737249577,1724729387,submitted,1
848,872,839,85,0,105B,22060074,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733789871,1692472098,submitted,1
1637,872,839,85,0,105B,24060028,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734656817,1724729211,submitted,1
1634,872,839,85,0,105B,24060025,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734662040,1724728899,submitted,1
1078,872,839,85,0,105B,23060015,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734666221,1692472099,submitted,1
1586,872,839,85,0,105B,24050017,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733406432,1724643810,new,1
1585,872,839,85,0,105B,24050016,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733169734,1724643702,new,1
1614,872,839,85,0,105B,24060005,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737755782,1724646976,submitted,1
1588,872,839,85,0,105B,24050019,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737925128,1724644044,new,1
1632,872,839,85,0,105B,24060023,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737246600,1724728471,new,1
1649,872,839,85,0,105B,24060040,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737261927,1724730161,submitted,1
1589,872,839,85,0,105B,24050020,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733200667,1724644144,new,1
839,872,839,85,0,105B,22060051,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737933234,1692472098,submitted,1
1579,872,839,85,0,105B,24050010,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1727920289,1724633684,new,1
1583,872,839,85,0,105B,24050014,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733596542,1724643460,new,1
1749,872,839,85,0,105B,24060049,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737202166,1724947832,submitted,1
1358,872,839,85,0,105B,23060052,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736708509,1696989989,new,1
1584,872,839,85,0,105B,24050015,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733867476,1724643592,new,1
1625,872,839,85,0,105B,24060016,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736616229,1724720282,submitted,1
1064,872,839,85,0,105B,23060001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1728012457,1692472099,submitted,1
1615,872,839,85,0,105B,24060006,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736648293,1724718959,submitted,1
1619,872,839,85,0,105B,24060010,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732917389,1724719479,new,1
1638,872,839,85,0,105B,24060029,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736541643,1724729290,submitted,1
1758,872,839,85,0,105B,24050042,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733193392,1725385718,new,1
1653,872,839,85,0,105B,24060044,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736616289,1724730454,new,1
1629,872,839,85,0,105B,24060020,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737249405,1724720664,submitted,1
1747,872,839,85,0,105B,24060047,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737672581,1724947832,submitted,1
1621,872,839,85,0,105B,24060012,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736950096,1724719678,submitted,1
1599,872,839,85,0,105B,24050030,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733109641,1724645219,new,1
1611,872,839,85,0,105B,24060002,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736602111,1724646646,new,1
1636,872,839,85,0,105B,24060027,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1731129508,1724729113,new,1
1610,872,839,85,0,105B,24060001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737225325,1724646515,submitted,1
1652,872,839,85,0,105B,24060043,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734543519,1724730382,submitted,1
1630,872,839,85,0,105B,24060021,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733882778,1724720759,submitted,1
1577,872,839,85,0,105B,24050008,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733277337,1724633467,new,1
1617,872,839,85,0,105B,24060008,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1734407630,1724719168,submitted,1
1645,872,839,85,0,105B,24060036,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736646674,1724729840,submitted,1
1571,872,839,85,0,105B,24050002,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733203101,1724632841,new,1
1756,872,839,85,0,105B,24050040,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733253668,1725385495,new,1
1580,872,839,85,0,105B,24050011,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733057977,1724633784,new,1
1578,872,839,85,0,105B,24050009,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732983839,1724633587,new,1
1757,872,839,85,0,105B,24050041,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732135874,1725385564,new,1
1745,872,839,85,0,105B,24050039,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732932085,1724947832,new,1
1573,872,839,85,0,105B,24050004,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737845121,1724633087,new,1
1606,872,839,85,0,105B,24050037,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733334893,1724645947,new,1
1570,872,839,85,0,105B,24050001,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733976910,1724632734,new,1
1592,872,839,85,0,105B,24050023,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733191350,1724644505,new,1
1600,872,839,85,0,105B,24050031,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733246818,1724645320,new,1
1582,872,839,85,0,105B,24050013,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733273441,1724633994,new,1
1601,872,839,85,0,105B,24050032,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733187641,1724645420,new,1
1593,872,839,85,0,105B,24050024,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732984775,1724644599,new,1
1068,872,839,85,0,105B,23060005,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736805407,1692472099,submitted,1
1607,872,839,85,0,105B,24050038,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733598379,1724646036,new,1
1644,872,839,85,0,105B,24060035,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736309559,1724729767,submitted,1
1646,872,839,85,0,105B,24060037,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736634274,1724729907,submitted,1
1356,872,839,85,0,105B,23060050,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1728356783,1696989989,submitted,1
1603,872,839,85,0,105B,24050034,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733717054,1724645621,new,1
1750,872,839,85,0,105B,24060050,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736608716,1724947832,submitted,1
1604,872,839,85,0,105B,24050035,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733792011,1724645721,new,1
1581,872,839,85,0,105B,24050012,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1732857870,1724633908,new,1
1790,872,839,85,0,105B,24060055,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1737236463,1726677288,new,1
1587,872,839,85,0,105B,24050018,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1733779209,1724643946,new,1
1668,872,839,85,0,105B,24070013,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1736377531,1724731755,new,1
1623,872,839,85,0,105B,24060014,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1731530163,1724720086,new,1
1627,872,839,85,0,105B,24060018,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,0,1724720473,new,1
1647,872,839,85,0,105B,24060038,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,0,1724730020,new,1
1769,872,839,85,0,105B,24060054,Tarea 1. Tema 1. AnÃ¡lisis de casos.,1726466340,100,1,1725718658,1725554739,new,1
1613,873,839,75,0,105B,24060004,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736975506,1724646848,submitted,1
1648,873,839,75,0,105B,24060039,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1735167395,1724730095,submitted,1
1612,873,839,75,0,105B,24060003,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734534439,1724646763,submitted,1
1651,873,839,75,0,105B,24060042,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1727388102,1724730313,new,1
1640,873,839,75,0,105B,24060031,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737578027,1724729458,submitted,1
1624,873,839,75,0,105B,24060015,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737239685,1724720179,submitted,1
1633,873,839,75,0,105B,24060024,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737428611,1724728725,submitted,1
848,873,839,75,0,105B,22060074,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733789871,1692472098,submitted,1
1748,873,839,75,0,105B,24060048,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736581711,1724947832,submitted,1
1632,873,839,75,0,105B,24060023,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737246600,1724728471,submitted,1
1588,873,839,75,0,105B,24050019,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737925128,1724644044,new,1
1619,873,839,75,0,105B,24060010,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732917389,1724719479,submitted,1
45,873,839,75,0,105B,marbellis.suarez,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737917807,1682711506,new,1
1626,873,839,75,0,105B,24060017,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734499964,1724720398,submitted,1
1639,873,839,75,0,105B,24060030,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737249577,1724729387,submitted,1
1654,873,839,75,0,105B,24060045,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737259990,1724730520,submitted,1
1635,873,839,75,0,105B,24060026,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734639436,1724728980,submitted,1
1655,873,839,75,0,105B,24060046,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736478547,1724730597,submitted,1
1631,873,839,75,0,105B,24060022,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1735403746,1724721058,submitted,1
1618,873,839,75,0,105B,24060009,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734756900,1724719281,submitted,1
1078,873,839,75,0,105B,23060015,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734666221,1692472099,submitted,1
1614,873,839,75,0,105B,24060005,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737755782,1724646976,submitted,1
1642,873,839,75,0,105B,24060033,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1735176701,1724729608,new,1
1068,873,839,75,0,105B,23060005,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736805407,1692472099,new,1
1621,873,839,75,0,105B,24060012,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736950096,1724719678,submitted,1
1584,873,839,75,0,105B,24050015,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733867476,1724643592,new,1
1579,873,839,75,0,105B,24050010,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1727920289,1724633684,new,1
1606,873,839,75,0,105B,24050037,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733334893,1724645947,new,1
1570,873,839,75,0,105B,24050001,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733976910,1724632734,new,1
1572,873,839,75,0,105B,24050003,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733548263,1724633011,new,1
1575,873,839,75,0,105B,24050006,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733578762,1724633261,new,1
1745,873,839,75,0,105B,24050039,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732932085,1724947832,new,1
1607,873,839,75,0,105B,24050038,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733598379,1724646036,new,1
1622,873,839,75,0,105B,24060013,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736560657,1724719806,submitted,1
1580,873,839,75,0,105B,24050011,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733057977,1724633784,new,1
1581,873,839,75,0,105B,24050012,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732857870,1724633908,new,1
1589,873,839,75,0,105B,24050020,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733200667,1724644144,new,1
1646,873,839,75,0,105B,24060037,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736634274,1724729907,submitted,1
1592,873,839,75,0,105B,24050023,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733191350,1724644505,new,1
1620,873,839,75,0,105B,24060011,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736544439,1724719586,submitted,1
1600,873,839,75,0,105B,24050031,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733246818,1724645320,new,1
1599,873,839,75,0,105B,24050030,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733109641,1724645219,new,1
1350,873,839,75,0,105B,23050043,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734135995,1696989989,new,1
1650,873,839,75,0,105B,24060041,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736879944,1724730235,submitted,1
1615,873,839,75,0,105B,24060006,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736648293,1724718959,submitted,1
1749,873,839,75,0,105B,24060049,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737202166,1724947832,submitted,1
1747,873,839,75,0,105B,24060047,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737672581,1724947832,submitted,1
1582,873,839,75,0,105B,24050013,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733273441,1724633994,new,1
1571,873,839,75,0,105B,24050002,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733203101,1724632841,new,1
1649,873,839,75,0,105B,24060040,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737261927,1724730161,submitted,1
1357,873,839,75,0,105B,23060051,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1728071123,1696989989,submitted,1
1645,873,839,75,0,105B,24060036,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736646674,1724729840,submitted,1
1586,873,839,75,0,105B,24050017,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733406432,1724643810,new,1
1358,873,839,75,0,105B,23060052,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736708509,1696989989,new,1
1610,873,839,75,0,105B,24060001,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737225325,1724646515,submitted,1
1637,873,839,75,0,105B,24060028,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734656817,1724729211,submitted,1
1593,873,839,75,0,105B,24050024,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732984775,1724644599,new,1
1628,873,839,75,0,105B,24060019,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734399656,1724720564,new,1
1630,873,839,75,0,105B,24060021,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733882778,1724720759,submitted,1
839,873,839,75,0,105B,22060051,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737933234,1692472098,submitted,1
1757,873,839,75,0,105B,24050041,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732135874,1725385564,new,1
1605,873,839,75,0,105B,24050036,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1732935706,1724645833,new,1
1625,873,839,75,0,105B,24060016,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736616229,1724720282,submitted,1
1653,873,839,75,0,105B,24060044,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736616289,1724730454,submitted,1
1634,873,839,75,0,105B,24060025,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734662040,1724728899,submitted,1
1641,873,839,75,0,105B,24060032,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737729603,1724729524,submitted,1
1652,873,839,75,0,105B,24060043,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734543519,1724730382,submitted,1
1587,873,839,75,0,105B,24050018,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733779209,1724643946,new,1
1617,873,839,75,0,105B,24060008,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1734407630,1724719168,submitted,1
1356,873,839,75,0,105B,23060050,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1728356783,1696989989,submitted,1
1638,873,839,75,0,105B,24060029,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736541643,1724729290,submitted,1
1644,873,839,75,0,105B,24060035,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736309559,1724729767,submitted,1
1616,873,839,75,0,105B,24060007,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737589357,1724719100,submitted,1
1064,873,839,75,0,105B,23060001,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1728012457,1692472099,submitted,1
1594,873,839,75,0,105B,24050025,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733506023,1724644719,new,1
1629,873,839,75,0,105B,24060020,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737249405,1724720664,new,1
1750,873,839,75,0,105B,24060050,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736608716,1724947832,new,1
1603,873,839,75,0,105B,24050034,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733717054,1724645621,new,1
1604,873,839,75,0,105B,24050035,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733792011,1724645721,new,1
1790,873,839,75,0,105B,24060055,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1737236463,1726677288,new,1
1789,873,839,75,0,105B,24050045,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1733549050,1726677288,new,1
1668,873,839,75,0,105B,24070013,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736377531,1724731755,new,1
1611,873,839,75,0,105B,24060002,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1736602111,1724646646,new,1
1623,873,839,75,0,105B,24060014,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1731530163,1724720086,new,1
1627,873,839,75,0,105B,24060018,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,0,1724720473,new,1
1636,873,839,75,0,105B,24060027,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1731129508,1724729113,new,1
1643,873,839,75,0,105B,24060034,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1725574563,1724729683,new,1
1647,873,839,75,0,105B,24060038,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,0,1724730020,new,1
1769,873,839,75,0,105B,24060054,Tarea 2. Tema 1. Video Educativo,1726379940,100,1,1725718658,1725554739,new,1
1635,883,839,0,0,105B,24060026,Tarea 1. Tema 2. 106A,1728799140,100,1,1734639436,1724728980,submitted,1
1618,883,839,0,0,105B,24060009,Tarea 1. Tema 2. 106A,1728799140,100,1,1734756900,1724719281,submitted,1
1617,883,839,0,0,105B,24060008,Tarea 1. Tema 2. 106A,1728799140,100,1,1734407630,1724719168,submitted,1
1581,883,839,0,0,105B,24050012,Tarea 1. Tema 2. 106A,1728799140,100,1,1732857870,1724633908,new,1
1632,883,839,0,0,105B,24060023,Tarea 1. Tema 2. 106A,1728799140,100,1,1737246600,1724728471,submitted,1
1640,883,839,0,0,105B,24060031,Tarea 1. Tema 2. 106A,1728799140,100,1,1737578027,1724729458,submitted,1
1620,883,839,0,0,105B,24060011,Tarea 1. Tema 2. 106A,1728799140,100,1,1736544439,1724719586,new,1
1628,883,839,0,0,105B,24060019,Tarea 1. Tema 2. 106A,1728799140,100,1,1734399656,1724720564,new,1
1605,883,839,0,0,105B,24050036,Tarea 1. Tema 2. 106A,1728799140,100,1,1732935706,1724645833,new,1
1619,883,839,0,0,105B,24060010,Tarea 1. Tema 2. 106A,1728799140,100,1,1732917389,1724719479,new,1
1641,883,839,0,0,105B,24060032,Tarea 1. Tema 2. 106A,1728799140,100,1,1737729603,1724729524,submitted,1
1639,883,839,0,0,105B,24060030,Tarea 1. Tema 2. 106A,1728799140,100,1,1737249577,1724729387,submitted,1
1633,883,839,0,0,105B,24060024,Tarea 1. Tema 2. 106A,1728799140,100,1,1737428611,1724728725,new,1
1612,883,839,0,0,105B,24060003,Tarea 1. Tema 2. 106A,1728799140,100,1,1734534439,1724646763,submitted,1
45,883,839,0,0,105B,marbellis.suarez,Tarea 1. Tema 2. 106A,1728799140,100,1,1737917807,1682711506,new,1
1078,883,839,0,0,105B,23060015,Tarea 1. Tema 2. 106A,1728799140,100,1,1734666221,1692472099,submitted,1
1631,883,839,0,0,105B,24060022,Tarea 1. Tema 2. 106A,1728799140,100,1,1735403746,1724721058,submitted,1
1614,883,839,0,0,105B,24060005,Tarea 1. Tema 2. 106A,1728799140,100,1,1737755782,1724646976,submitted,1
848,883,839,0,0,105B,22060074,Tarea 1. Tema 2. 106A,1728799140,100,1,1733789871,1692472098,new,1
1654,883,839,0,0,105B,24060045,Tarea 1. Tema 2. 106A,1728799140,100,1,1737259990,1724730520,submitted,1
1637,883,839,0,0,105B,24060028,Tarea 1. Tema 2. 106A,1728799140,100,1,1734656817,1724729211,submitted,1
1642,883,839,0,0,105B,24060033,Tarea 1. Tema 2. 106A,1728799140,100,1,1735176701,1724729608,new,1
1624,883,839,0,0,105B,24060015,Tarea 1. Tema 2. 106A,1728799140,100,1,1737239685,1724720179,submitted,1
1610,883,839,0,0,105B,24060001,Tarea 1. Tema 2. 106A,1728799140,100,1,1737225325,1724646515,submitted,1
1630,883,839,0,0,105B,24060021,Tarea 1. Tema 2. 106A,1728799140,100,1,1733882778,1724720759,submitted,1
1652,883,839,0,0,105B,24060043,Tarea 1. Tema 2. 106A,1728799140,100,1,1734543519,1724730382,submitted,1
1648,883,839,0,0,105B,24060039,Tarea 1. Tema 2. 106A,1728799140,100,1,1735167395,1724730095,submitted,1
1616,883,839,0,0,105B,24060007,Tarea 1. Tema 2. 106A,1728799140,100,1,1737589357,1724719100,submitted,1
1790,883,839,0,0,105B,24060055,Tarea 1. Tema 2. 106A,1728799140,100,1,1737236463,1726677288,submitted,1
1626,883,839,0,0,105B,24060017,Tarea 1. Tema 2. 106A,1728799140,100,1,1734499964,1724720398,submitted,1
839,883,839,0,0,105B,22060051,Tarea 1. Tema 2. 106A,1728799140,100,1,1737933234,1692472098,new,1
1064,883,839,0,0,105B,23060001,Tarea 1. Tema 2. 106A,1728799140,100,1,1728012457,1692472099,new,1
1623,883,839,0,0,105B,24060014,Tarea 1. Tema 2. 106A,1728799140,100,1,1731530163,1724720086,new,1
1629,883,839,0,0,105B,24060020,Tarea 1. Tema 2. 106A,1728799140,100,1,1737249405,1724720664,new,1
