idItem,userId,idFeedback,item,pivote,value,completed,course,nameItem
57,1054,7,57,105457,2,34,118,"¿Cómo es tu relación con tus amigos(as)?"
58,1054,7,58,105458,2,34,118,"¿Tienes pareja?"
81,766,9,81,76681,1,35,75,"Selecciona la carrera a la cual perteneces."
82,766,9,82,76682,5,35,75,"Selecciona el semestre en el que te encuentras"
83,766,9,83,76683,2,35,75,"¿Con qué género te identificas más?"
84,766,9,84,76684,1,35,75,"¿En que modalidad te encuentras inscrito?"
85,766,9,85,76685,1,35,75,"¿Cuál es tu edad actual? "
86,766,9,86,76686,1,35,75,"¿Cuál es tu estado civil?"
87,766,9,87,76687,5,35,75,"¿Cuál es tu situación laboral actual?"
88,766,9,88,76688,2,35,75,"¿Cuál es el máximo grado de estudios del Padre?"
89,766,9,89,76689,2,35,75,"¿Cuál es el máximo estudio de la madre?"
90,766,9,90,76690,3,35,75,"¿Cómo es tu relación con tus amigos(as)?"
91,766,9,91,76691,1,35,75,"¿Tienes pareja?"
81,798,9,81,79881,1,36,75,"Selecciona la carrera a la cual perteneces."
82,798,9,82,79882,5,36,75,"Selecciona el semestre en el que te encuentras"
83,798,9,83,79883,1,36,75,"¿Con qué género te identificas más?"
84,798,9,84,79884,1,36,75,"¿En que modalidad te encuentras inscrito?"
85,798,9,85,79885,2,36,75,"¿Cuál es tu edad actual? "
86,798,9,86,79886,1,36,75,"¿Cuál es tu estado civil?"
87,798,9,87,79887,5,36,75,"¿Cuál es tu situación laboral actual?"
88,798,9,88,79888,4,36,75,"¿Cuál es el máximo grado de estudios del Padre?"
89,798,9,89,79889,3,36,75,"¿Cuál es el máximo estudio de la madre?"
90,798,9,90,79890,1,36,75,"¿Cómo es tu relación con tus amigos(as)?"
91,798,9,91,79891,2,36,75,"¿Tienes pareja?"
81,780,9,81,78081,1,37,75,"Selecciona la carrera a la cual perteneces."
82,780,9,82,78082,5,37,75,"Selecciona el semestre en el que te encuentras"
83,780,9,83,78083,1,37,75,"¿Con qué género te identificas más?"
84,780,9,84,78084,1,37,75,"¿En que modalidad te encuentras inscrito?"
85,780,9,85,78085,1,37,75,"¿Cuál es tu edad actual? "
86,780,9,86,78086,1,37,75,"¿Cuál es tu estado civil?"
87,780,9,87,78087,5,37,75,"¿Cuál es tu situación laboral actual?"
88,780,9,88,78088,2,37,75,"¿Cuál es el máximo grado de estudios del Padre?"
89,780,9,89,78089,2,37,75,"¿Cuál es el máximo estudio de la madre?"
90,780,9,90,78090,1,37,75,"¿Cómo es tu relación con tus amigos(as)?"
91,780,9,91,78091,2,37,75,"¿Tienes pareja?"
48,1048,7,48,104848,1,38,118,"Selecciona la carrera a la cual perteneces."
49,1048,7,49,104849,3,38,118,"Selecciona el semestre en el que te encuentras"
50,1048,7,50,104850,2,38,118,"¿Con qué género te identificas más?"
51,1048,7,51,104851,2,38,118,"¿En que modalidad te encuentras inscrito?"
52,1048,7,52,104852,1,38,118,"¿Cuál es tu edad actual? "
53,1048,7,53,104853,1,38,118,"¿Cuál es tu estado civil?"
54,1048,7,54,104854,5,38,118,"¿Cuál es tu situación laboral actual?"
55,1048,7,55,104855,2,38,118,"¿Cuál es el máximo grado de estudios del Padre?"
56,1048,7,56,104856,2,38,118,"¿Cuál es el máximo estudio de la madre?"
57,1048,7,57,104857,2,38,118,"¿Cómo es tu relación con tus amigos(as)?"
58,1048,7,58,104858,1,38,118,"¿Tienes pareja?"
